cell_id,internet_traffic
5151,4235582.292285844
4953,4216706.3742740825
4553,4209265.220483134
4257,4208612.076483279
5752,4205533.959594743
4560,4187363.414248549
4859,4159907.569964597
6674,4155986.9552474744
5667,4140388.032350694
4558,4134730.5283719017
4753,4134388.7061859677
5867,4124376.174130076
5866,4097398.4071042105
5368,4093187.6250424366
4967,4069078.55333341
6371,4065616.6270235283
6345,4058600.3433718896
5047,4050838.78401798
4362,4050156.193084116
5268,4044971.1244580126
5868,4043504.7731465087
5267,4035400.2483974574
6166,4013173.8171600867
5269,4010898.0594458645
5562,4004319.866462192
6460,3996118.3025772087
5053,3986956.833772646
5962,3969586.9931421117
5058,3948743.8825442884
6265,3932943.57761777
4461,3925701.6721882555
5859,3915989.646825387
5860,3915196.4751194296
4359,3910082.5048736357
6261,3888047.063428766
5348,3884167.465964426
5468,3879760.1591018518
4561,3868922.926611551
5951,3839272.795046983
5251,3838202.022345661
5769,3836482.0596037754
5753,3818608.1134859524
5767,3815737.7142944387
7164,3815218.8556027715
4455,3802058.838441905
5073,3782989.808496329
6168,3774417.9271457857
5754,3763342.3393320846
5670,3757900.035827638
5960,3753241.84042807
4156,3751296.0072869365
6050,3751121.9289034954
4661,3750146.7135666693
5559,3743418.8593231384
5969,3711776.4984811693
6374,3690301.5596401803
4363,3686150.52292326
4652,3680260.4508379847
4355,3680021.4026614283
4557,3665256.6340235104
6151,3659828.0770387086
5770,3644868.451408267
5953,3640208.475907398
4155,3629728.4257564796
5662,3625210.1010458264
5772,3623618.4603582765
6162,3620441.590648476
6051,3610395.3095758683
4647,3586628.644056937
6375,3585407.375168218
5668,3558439.5931958915
5853,3557738.360067624
6772,3556803.1023734785
5152,3548216.034269722
5249,3547988.520648093
5952,3539049.8100725454
5560,3537428.7226719838
5069,3528091.159473945
5270,3523567.2944422197
5048,3512336.528037727
6372,3497686.330506063
4972,3497240.876661699
5168,3494472.4791458426
5146,3490087.494735987
5170,3486354.6736459266
5164,3484078.698216935
4849,3483842.6616780683
5759,3479551.971589281
4356,3474745.243924021
4255,3470412.4853562685
4862,3456944.205898606
4662,3450585.5485021276
4658,3436854.7195525793
5561,3424822.0867988984
4547,3423080.385033865
5669,3417567.8708770312
5761,3413316.825858362
6368,3409764.7112087524
4364,3395532.232477118
4160,3393918.789067665
5872,3392749.9094281853
5453,3389308.832196747
4651,3381474.3403636944
5661,3375426.7428778727
4969,3354337.5793195586
4949,3343201.2561831498
6149,3340672.2458299007
6274,3333721.4707338335
5169,3330268.5593021004
4750,3327228.87047481
5462,3325332.5140742958
5449,3320952.1575967595
5057,3317316.3039183957
4650,3316566.794112604
5970,3305879.5398941496
6070,3302975.847895001
6167,3291045.0266779168
6148,3281139.0489667226
5070,3275214.6186406002
5046,3268267.4949163194
5363,3258650.207208302
6360,3239896.4778887173
5459,3236721.0085962485
6060,3236606.9588309824
4751,3232241.5333815706
5773,3231995.2535304967
6072,3227704.617661053
6352,3226954.064550229
5760,3226612.6856901343
5869,3196131.354930981
6565,3187102.1942186235
6370,3184888.859152536
4254,3180869.784850887
5452,3178970.1888030074
6358,3178756.2144998577
4963,3176379.413872918
4260,3170506.5953756836
5064,3162847.9713838384
5149,3162096.5356366225
4545,3156131.2227684287
4546,3151239.452513749
5264,3149654.7516784626
6163,3136412.4998801267
6560,3128509.0205681003
4161,3128468.0797916106
7163,3126996.8499623807
4952,3116766.0956685618
4358,3113745.9208177193
5762,3108933.713810277
5172,3097058.850465429
4154,3089928.051252872
5352,3085632.523864507
5570,3081278.1561572314
5450,3081038.6823630715
4157,3076614.711131506
6675,3069513.343517869
5870,3058565.993603091
4549,3054884.44675176
5054,3053416.2774218703
5971,3050210.5932363863
4261,3032026.99583181
5646,3030284.0800058795
4850,3028685.3877441096
5247,3025977.0851470106
5569,3023135.809613132
4752,3016757.8985616444
5865,3015803.009169598
5370,3011240.702958506
4357,3010324.8497599843
4874,3006274.357368841
5653,3006023.482806353
3757,2995982.785083162
6574,2988345.4231264377
6251,2975135.3879571953
3856,2973556.7300764876
4354,2971356.5932224444
6270,2971226.6149098673
4068,2959736.9376945267
5362,2959150.2832402126
5768,2958625.562594771
5873,2950084.6437469316
3857,2942321.2389390958
5271,2938660.6542934882
4446,2931153.8444565395
6170,2927418.9202327426
6267,2905298.4618177516
6049,2892243.670850492
5660,2892097.1507537337
5751,2891295.357180163
4851,2888835.1744420235
6672,2877609.7208226826
5351,2860466.033490661
5950,2856118.1254730546
5744,2849783.2227555406
4848,2842380.3120584697
4657,2832872.682904585
5652,2828802.773036093
6073,2826934.6913944324
4069,2825216.6142904456
6671,2824184.920135602
6762,2822958.028654724
4847,2821775.072434817
6673,2819622.9712970364
5171,2817113.9823603164
6452,2816902.0953517943
6369,2814097.158058925
3956,2814063.004222282
4168,2812597.4689609604
5852,2807349.048121656
6364,2805829.6155405897
5851,2798166.084562904
5745,2793662.6442588405
6062,2792664.3173034936
5052,2789492.8398837
5372,2787882.5067667076
6159,2778217.036437195
5246,2774132.9504904044
4747,2770221.4463350163
6248,2766123.7137549426
5150,2763368.588517398
6053,2751263.4362419397
4964,2747155.592797771
4445,2742077.2342201183
6351,2741326.97147345
4444,2724190.874008077
4550,2719909.2099545356
4552,2719708.31547358
5071,2714823.8679585992
4349,2712122.6233368968
5353,2698337.3574538613
4649,2686778.176370234
4852,2681277.5088652736
6252,2680579.863992488
4749,2672260.842900182
5871,2665450.6910131928
6249,2662711.0497651882
4447,2660052.78696462
5354,2656863.318507821
5350,2643230.0724065644
5153,2637257.3188105617
4551,2633810.6661312757
8169,2632087.720168182
4453,2630209.982236111
5369,2627534.9054775704
6266,2619657.918961083
6461,2615160.677106374
4971,2610668.9590969435
5961,2604401.437911095
6361,2587958.366324651
5756,2577317.170689133
3756,2571676.277506535
4454,2571493.8686262364
6359,2571295.134057542
6262,2571293.057081535
4060,2569643.4479533383
5771,2564471.0634208345
5451,2558056.730976758
5546,2554250.6697529047
4562,2553784.8274350627
6057,2552588.992928893
5469,2548962.9283198453
5671,2546607.3521906305
7064,2543801.908228762
5647,2541965.375264584
5049,2541622.6876338553
6445,2540741.41366407
4452,2538102.4526554663
8762,2528553.1580521455
6471,2528050.212418009
9368,2526799.1792646307
5245,2523525.2054258035
4973,2523042.3202727293
4450,2519794.3431388685
6451,2518404.4783910736
5644,2518284.3365659364
4544,2516422.230276722
6250,2507884.4896575003
6150,2507083.430589007
6263,2498123.7335509816
4846,2497400.938489796
6665,2496880.516453703
6157,2488895.3962395918
3957,2486396.912715058
4059,2483056.473092336
4259,2481282.625272894
4463,2463196.485543523
4258,2458927.8415767923
6773,2454175.4781165393
4159,2454134.4871109654
3962,2440861.033952319
3953,2439842.468258825
5656,2439170.067761405
6446,2436613.289565693
4748,2426738.331965265
8675,2424390.4018728375
5547,2418954.572945476
5250,2417419.280020247
5755,2417061.2377643245
6271,2414836.534949216
5253,2413961.6138344696
5356,2386536.0204830472
5544,2386219.7157172244
5845,2383907.000272651
6771,2383515.032848164
6052,2382836.9604196353
6547,2373976.3757097987
5654,2373961.4222768033
5643,2371568.2422309197
6557,2369160.2603674997
3955,2364787.2700769715
4053,2352989.177290272
4746,2346282.6239380753
6459,2341559.3116211207
8371,2334839.3265442206
6872,2334366.970526692
4169,2331063.42861658
5067,2329901.5545625626
6662,2320335.284612801
5850,2320184.1492982805
7066,2318364.8482493423
6873,2317216.097013073
6647,2316404.6815563636
5571,2315973.9277570858
4158,2315709.862684001
8271,2303901.7496811394
5371,2303023.3573763785
5145,2293043.2577639995
5844,2292614.9592582197
4360,2289156.9548004656
3954,2288110.3551153573
5750,2287898.6675031628
6350,2287678.7477428657
6447,2278536.1365789543
5344,2276850.62232199
5545,2275240.182977336
4449,2273045.2498780927
5347,2269533.9821726643
5143,2267823.9301684033
5470,2267231.512398708
5655,2254973.991268316
6474,2253344.586470894
3869,2253192.041251789
6458,2247027.854702625
6871,2240878.3562661195
6457,2240861.5176153826
5445,2236176.194966987
5553,2210774.339806413
6664,2210127.58625404
6763,2209768.5068802363
8862,2209235.8161120154
7271,2205970.029625118
5244,2197730.135646823
6346,2194331.836434746
5345,2191986.764780068
5173,2188130.0278587826
5457,2187811.3889635
8874,2187765.0168301547
6347,2187487.046462895
8775,2187138.6913501816
5743,2180434.4018972875
6853,2180049.282195433
8370,2178040.7720357087
6247,2173496.534013101
6246,2172890.353847976
8272,2172552.5008954946
3858,2171767.8927867366
3969,2169362.723863469
4645,2169127.458647114
6469,2168149.8994520465
5645,2167550.953173368
4264,2162805.2361369664
6061,2160654.3222021433
6453,2158980.2290099747
5863,2157955.941030115
5272,2156158.497993321
6071,2155143.7393405093
3963,2154561.4858691986
5949,2149982.392192119
8575,2148445.164551348
4366,2147999.504267245
8774,2141145.1115339124
5554,2139322.761550048
4153,2138684.724030684
4054,2135267.9362923233
6448,2134619.286085767
6753,2131468.2394058113
6561,2129593.439662525
5651,2124927.0309520145
6275,2120542.305525125
5558,2119359.775514349
6171,2116217.7223709184
7166,2114471.4679919863
4056,2113930.392149785
4951,2113814.0465909895
4055,2111889.3892385475
5552,2109875.372393356
5448,2109077.572739242
7052,2103922.8076826693
6161,2100060.429412259
4950,2097638.0343064736
4350,2095180.2200160162
6874,2095105.5436704094
5273,2093760.0134192123
6259,2093700.723700524
6160,2093412.8473131768
4965,2093016.2588951767
6764,2091210.7830393799
7372,2089390.997856435
6851,2088284.5759288953
3959,2084720.6046599806
6774,2077083.816328626
6177,2075187.987172702
6468,2069479.8490862204
4646,2063351.1528298082
6546,2055110.406288414
6663,2049397.9613647938
9268,2049375.0169491866
5746,2044614.3645084563
3758,2043433.9979377328
6152,2041810.2891821312
8676,2041401.0349175856
4863,2041168.6610621267
8471,2039618.2258523556
6657,2038135.6472229129
4926,2035693.1468420827
4947,2035310.695562694
3855,2033820.6105396478
4845,2026870.9221242664
8576,2026364.88855525
5563,2025662.6281241137
4991,2025613.0431344283
6277,2024540.046175619
3658,2022753.3528927085
4442,2022409.5868322575
6564,2022259.9418483172
7371,2019014.9635811658
6056,2017391.8512034223
5346,2015794.1585114193
6951,2015438.8152917179
6470,2014427.994041768
7063,2010576.456963696
6757,2006347.6455971163
4062,2000511.7328361815
5555,1996458.0155066384
5551,1990465.3906003071
6276,1990305.2696073544
6258,1988124.0322121894
3960,1988046.1206213986
6054,1984458.7332213423
4058,1983575.4874814816
8372,1978546.9649395696
5557,1973042.9045295666
4745,1969695.5342611424
4826,1968346.627160597
4263,1967193.8900954234
5556,1966133.5342699366
4057,1965980.2926542035
4344,1959711.6693673485
6568,1957770.5769744972
6156,1957538.330529209
3863,1956266.1529722475
3558,1946270.6186696775
5466,1944417.3033097892
3862,1943868.237502793
6353,1942633.5804128319
5446,1942499.3503331637
6450,1939865.7355213652
5672,1936197.2333181738
6272,1935784.2240402265
6747,1931514.1857205161
5454,1930034.9767460905
4063,1929364.691025116
3854,1923143.563814944
6245,1921548.6723521524
6348,1918388.9916060595
5051,1917025.828980107
6475,1912231.3382662546
6569,1909906.0156833401
7165,1903596.9097784502
8472,1902927.6060694263
8475,1902665.295904969
6571,1892138.3636700327
4970,1890761.9637708985
6570,1888602.7280684714
7472,1887716.7960422593
5463,1887409.2599548374
6858,1884696.1385627962
4946,1882000.1302026669
7568,1880326.3491466257
7065,1877902.2246104125
6558,1877323.074538963
7471,1867057.2833972427
6952,1861772.3913275953
4865,1861615.731139062
6176,1860893.053887916
6376,1858706.6072100946
6972,1857797.8506932326
8476,1857233.11775083
5657,1854659.579632404
4451,1853540.6260979215
6875,1853348.0597356923
4061,1848617.651773493
5355,1847953.6692784983
6758,1845648.3878255612
8662,1842758.635847498
4927,1841288.3286545142
3659,1838432.546616061
7668,1836144.42631364
4345,1828431.7479990148
4248,1825742.7057040117
6077,1825202.4202387142
5444,1824027.0298495195
6857,1823713.6974074957
8574,1821640.6343709782
8474,1821616.1182077443
3958,1817133.689885658
5972,1816613.3456640413
4443,1810800.7128987464
9369,1809587.527474664
5447,1806907.1549486464
4249,1805180.4323311013
5666,1801011.2983774787
1251,1798129.222991338
3656,1794842.9407742748
7524,1793038.1724447212
6658,1792737.8076607857
6462,1786069.9345146099
6752,1783428.9413222985
5946,1777764.1068504327
4464,1771619.2849228105
3764,1771605.5667055557
6362,1769536.0024534208
4348,1764213.9669238457
4361,1763252.6981226588
5548,1762914.4919661863
6575,1762234.2323800595
6646,1758500.3772646901
6852,1755723.6496678942
4343,1754124.1635628983
6566,1752706.1951145118
7272,1752153.2863740276
6278,1752014.6642118543
6562,1750767.4168513033
8857,1750386.430310298
6976,1747618.039593652
6349,1747600.1008471353
9367,1747239.0442236525
5027,1744396.7995190895
8572,1743188.2671813285
6178,1741535.9133302367
7255,1738976.1872753657
5945,1734870.5234268494
5471,1734445.5483145542
8473,1730557.980350123
7569,1719404.1669631605
4448,1718510.1617574308
6548,1718456.2403187645
6464,1714266.661382395
3848,1713207.0755987081
6667,1712886.5592882915
7768,1712326.4439169825
6670,1703043.7891192338
5050,1699192.0319242484
6367,1697017.9347110097
4346,1696228.5158245487
4644,1696163.3432502225
6850,1694100.8930192848
7062,1689363.5004542572
6573,1677767.1521864648
6472,1674835.9680915675
5065,1669639.34213866
4247,1669624.6634557287
8573,1668650.6111185972
3864,1663191.918277984
9269,1659606.1884201313
5144,1657925.5944429222
4342,1657051.7028463061
7468,1655608.2125998011
7061,1654246.5729072054
6363,1652503.6111221816
7669,1649599.3342632696
6870,1648452.2090988988
6253,1647046.5582089685
6971,1646819.619821826
6756,1645553.9093895275
8674,1642978.9709396588
3852,1639339.673957231
7989,1639011.1924996376
4353,1634015.528215747
6578,1631574.9130642023
8090,1630159.6664531399
6175,1629444.908860982
6550,1628896.5290686458
6849,1628204.9143522372
5366,1622287.1220916696
4149,1617943.4141949278
6958,1616342.7991262455
3755,1614511.3566552629
6449,1612826.5982405993
3871,1603594.7522922847
3872,1602493.9523276873
6365,1601716.917233566
3853,1599875.520411155
6048,1599766.4642239776
6473,1597947.7479077172
147,1597286.2367607278
3868,1592192.4573333447
6567,1589536.3884105168
5455,1588289.9169150454
5572,1588197.2314942672
7767,1586799.430501697
7155,1581394.2849722928
4250,1581190.4845763652
6751,1581035.7946639538
7868,1577073.7681486607
8875,1572004.8684268661
3847,1570726.9138438923
9977,1568504.5499024198
7990,1567039.1854158335
6775,1564983.7469885747
4351,1564007.8777331365
4347,1563645.3046798515
7056,1562678.5237733312
6950,1558172.1233572876
4147,1557886.9464751515
6153,1555354.903528814
5456,1553539.4996619597
7769,1552466.3240072432
9468,1552459.4309895672
6975,1551950.6985480916
6770,1551215.2911139354
6377,1551177.1908031642
8672,1547297.9562320006
6257,1546964.2015607688
6953,1546644.1105180543
4945,1544946.9068725728
7067,1542623.6290164401
7454,1542329.778222374
9978,1542177.725097307
9884,1541911.9306057375
2245,1541621.3267414814
7869,1539335.663885797
7264,1538147.6272148616
3851,1537560.2333225766
6668,1537297.6180775887
4148,1537079.5040305364
4163,1535999.521813694
6055,1533772.5839245766
6956,1530379.7234131314
6552,1529438.652039727
6973,1529018.7237660731
6146,1526885.845678786
5543,1524119.9246415345
8054,1523469.0392817755
9267,1522208.5760768915
5947,1517687.1178017538
6970,1516773.5644319002
3968,1515813.3836805096
7072,1515080.3411425967
6969,1510739.624764839
9467,1508844.4568848547
5266,1508232.9643716605
5089,1505221.946349853
7654,1504163.4351366009
5846,1503485.5112351286
6759,1503400.6611511346
4643,1502741.8862328965
5026,1502191.4933177065
4246,1500371.0702764827
5948,1499925.6510102488
6078,1499516.7320564406
3748,1496697.283799548
6863,1495500.821471379
3952,1492988.0508778698
4352,1492390.1402246407
6047,1487861.209192449
6476,1487504.9413418912
4543,1484595.860829018
5650,1484513.5495103176
9370,1484433.3981095448
4150,1483023.2169610139
6279,1482641.4696882798
9885,1480626.1460584754
3751,1480138.9673384805
4245,1479946.47735553
7670,1479566.8585421566
4128,1477912.8260452503
5764,1475718.5425294167
2145,1474639.02236197
4367,1473458.591926416
3846,1472769.4477612635
8834,1471430.0683215584
4251,1470469.3737038244
6856,1469237.1243694576
8374,1468057.4973905094
5550,1464346.1394893317
7969,1463864.063486904
4253,1460337.1887332299
4162,1457946.9236786498
6961,1457677.238247731
9976,1457003.3637995124
6074,1456842.3854199287
6551,1453540.139605777
3850,1451260.58665397
5864,1446700.9752837073
7254,1445225.0222984494
4943,1442580.0043099152
4890,1441812.402403262
6045,1441682.320342569
7770,1440789.578061116
8571,1440060.3700948982
7240,1438247.3811351382
3633,1437437.1843994395
8756,1436358.2207861065
6761,1436263.7419727063
7263,1435195.8923380275
6862,1434596.010420804
3634,1434226.3558695258
6373,1433592.9541321862
6145,1425641.8744907936
7856,1423499.450463806
3859,1419948.5310319334
4252,1417513.7922357856
9877,1415231.1330271321
7567,1414510.9645392299
5472,1413091.9922762099
6864,1410301.1687789934
6174,1410271.0266031397
3964,1409921.3258036517
7059,1409745.7553557893
4877,1408190.141540912
4262,1408168.9497736683
3750,1406484.3735871937
3970,1405113.5812626597
7523,1404820.762634043
1250,1404636.2865886902
6645,1402985.8056554704
6463,1402806.5893881724
6652,1401420.2523431047
3436,1401158.6313413226
3949,1400819.254264256
7469,1398331.075848287
4064,1397364.9953115317
4152,1394831.8407032734
6144,1393636.18641524
7755,1392943.723058431
4765,1390582.7830190845
7554,1390156.9881685085
6876,1388815.0467261383
8677,1386927.727713851
7570,1386427.6443907334
4777,1383339.7192302586
8154,1382456.4397791857
6977,1380156.2711292116
5549,1379706.7613786738
8373,1379379.7374030862
7370,1379188.4404225356
8671,1378834.5600217772
6147,1378169.841319593
6273,1375784.965146601
8053,1375433.1005230222
1151,1374929.3371011417
8089,1370343.4536364144
6545,1370084.1107406751
8190,1369253.3073882544
6754,1369092.1101576854
6656,1367539.641122922
3849,1366455.8944192529
6750,1365788.732150163
3650,1363317.1950756558
3763,1362714.1659355941
3536,1362170.3866011463
3559,1360952.6699180782
3860,1360817.9363537023
6572,1360660.7535588741
6968,1359310.6989452792
3965,1359280.1991265886
8957,1359026.123773513
6046,1358720.0289965223
6659,1356377.708988641
6456,1355263.079850383
5665,1354698.8590023716
7470,1354654.8078429878
8734,1351567.9101199927
8771,1351477.539259413
3437,1350400.3933602925
6563,1348755.1716309113
3961,1347502.116879832
7952,1347463.4987859607
7051,1345520.720263923
6559,1344927.524835743
6553,1344174.3789164925
4049,1342444.7933553231
6549,1340401.1247475694
3432,1339782.6308736699
3749,1332253.716034742
7077,1330604.2073338572
8772,1328524.3689199442
4642,1327614.8781068947
3948,1326661.3080367516
7667,1326058.9087138749
8855,1324845.2661247274
3533,1323971.914785036
7173,1322623.0529068913
6746,1322424.6396255835
5243,1322001.1698834265
6963,1320106.5851279718
9985,1320050.534743453
7071,1320015.8073730862
6653,1318910.6727506344
5977,1318209.2255070177
7756,1316033.2922718842
9484,1309913.3712927452
3655,1309647.867973835
7058,1309359.0259749065
3759,1308541.9556299036
8562,1308107.6350233357
7870,1304219.6401729935
6962,1304162.3490951234
7571,1303275.8326147588
4052,1299993.646723836
3947,1299926.8079169677
8470,1295691.931177172
4869,1295242.0116418202
4146,1294689.9339856585
9878,1291511.0766746197
8171,1291223.1723199163
7467,1289685.731030846
4151,1289075.9083010284
8577,1286294.2482520232
7985,1286274.535067853
4341,1284904.094933263
3754,1284788.51703023
7443,1283780.4489812888
8273,1283023.0799109181
7855,1282798.890868752
8276,1282032.0344403475
6666,1280604.685443153
7490,1276975.8878026698
7491,1276975.8878026698
9059,1273814.8511213697
3537,1273799.06947554
5378,1269682.071871816
3967,1266945.3420034207
3760,1262544.1086625832
8670,1261394.0209199905
4048,1260056.2830466512
8084,1259372.4797646469
4870,1258665.240681139
8277,1257110.9867821774
3635,1256755.6965252042
6869,1255288.4863935038
8172,1253761.7057559644
7591,1253066.714646814
4050,1252903.323525975
48,1252877.0860230322
7076,1251415.7872944034
5978,1251113.5354910034
5877,1249660.3287205948
4542,1249519.4754320278
3651,1248724.9908361414
8091,1248356.8906285781
4244,1247514.4681072365
7754,1246493.6444611566
6576,1245694.856966261
9159,1243767.5322380706
7069,1243441.1897846523
3950,1240819.200727007
4989,1240552.0193476786
3534,1239908.3782502257
4145,1238642.6415854788
7655,1237035.1874487058
5375,1235739.9734896736
3532,1235242.4096870825
8191,1234163.8573375104
8376,1234105.406677357
7590,1233210.2502712167
4844,1232336.2181813098
7073,1231882.5403245988
8189,1231158.8211332685
7656,1230374.0914086227
3771,1230258.69167534
7466,1226555.4075999686
7053,1226545.576296285
6959,1222189.4219795999
4144,1222004.2730872403
8175,1218445.5006433914
5364,1218179.6510497741
9469,1217570.4781394543
4365,1216473.8103283255
7652,1215941.7718834796
8072,1215789.472367009
7369,1213922.0845955317
8377,1213866.9560994625
3971,1213417.629251913
3972,1211751.0681432602
5565,1210603.3272080042
5357,1210358.7930983708
7657,1209959.363246886
6957,1209691.885640172
7953,1207623.0123527457
7354,1205947.2341357782
6579,1205204.7029520217
7885,1204669.1571203545
8974,1204215.1015817756
3535,1201196.7411840898
5090,1199560.999076907
8073,1198584.641404313
6967,1198508.6343688031
3736,1197008.9084647396
3636,1196889.50505493
7060,1195657.1390048757
4326,1195525.8745996056
8071,1195194.2443484834
8176,1195110.8373773838
5847,1191974.8767263594
8173,1191520.3519473341
3735,1191255.313892091
3772,1190347.032925383
4778,1189186.7701780575
7055,1188278.3934464352
4325,1186894.9762868083
7651,1186875.3395687917
6075,1186393.9301769277
9483,1185703.2547074335
7167,1183760.6330971795
5763,1183020.0004796083
9583,1182103.4318623645
6669,1180778.1897115784
7068,1180670.1342456571
5045,1179832.0160816563
3752,1179611.626469666
6745,1177088.5619648471
9569,1176749.1826752212
6854,1176234.8073273671
5174,1174534.5083670742
4867,1170122.8419818443
7647,1169157.5012263139
7270,1168634.4399546522
6396,1168249.716421576
4864,1167716.6479442096
6496,1167621.2138530326
4944,1167454.2864688179
6366,1164659.0248588608
3861,1163401.1412333318
8270,1162925.0637634436
9986,1161434.776610744
6760,1160077.9639359075
7555,1157182.1615046076
6397,1157036.1298673947
8477,1156823.3290024488
6955,1156503.498380199
8275,1155467.7322876914
6577,1154195.5668137886
7653,1154031.3833188321
4679,1154028.784045549
8975,1154006.0005806028
8856,1153941.7561998495
7390,1153685.0942054929
5343,1153495.4546966117
5564,1150495.7547648225
8375,1150090.204338799
5878,1149870.3235082624
8959,1148816.6713978185
7489,1148550.5551437354
3673,1147965.6410502682
1051,1146964.7493808123
7973,1145628.5050173015
9074,1143575.3972591087
6895,1142983.2169668877
6795,1142983.2169668877
8378,1142030.5387862674
4990,1141897.513233156
9270,1141893.6217628599
7986,1141891.689355673
3966,1139366.3103685025
8085,1137016.5652834403
5277,1136661.1422919845
5142,1135291.060218902
7671,1134647.5539065513
3649,1134433.9064291262
5774,1133423.2888587243
7343,1133045.401105763
4942,1131363.05855106
8673,1131220.0095185202
8274,1131041.891036424
6861,1129275.3971791642
3870,1129227.1351271502
4744,1128566.5658195338
4977,1126998.5220549952
3674,1126267.3765902913
5442,1126220.410484145
5376,1122715.8155923479
8278,1122178.1742041647
6966,1121747.070180263
9784,1121697.3072544085
6868,1120787.1969269826
4843,1118014.74302781
4743,1116630.8733331705
6949,1116585.3867860248
7566,1114515.5521013367
5843,1114461.2916818112
7442,1112558.703151231
6894,1111589.775362778
7991,1111103.4911526467
6954,1110246.1250996483
3773,1110090.9841591273
3453,1108565.865236914
9075,1108198.9502642015
7553,1108091.7264913714
8174,1107784.658129629
9987,1107479.0876439332
3775,1107352.3536789215
7889,1105199.5563746798
9984,1104718.7212831723
3865,1104424.4685448564
8773,1103126.9068466602
6155,1103045.312623269
8757,1102014.031350553
8055,1101562.4741167594
8269,1100579.887262473
6556,1100505.146708842
4228,1099491.0664166636
5041,1098351.0452755445
951,1097205.6978610642
5973,1096687.3098997518
6978,1096450.0664566176
7078,1095815.0582266224
5274,1095183.5803084678
7156,1093709.9070881195
8076,1092705.4498644304
4227,1092615.0145479771
6378,1091135.7747374447
5975,1090069.027177011
8661,1086020.4761059836
7543,1085971.7331496486
7176,1084596.6143384941
9568,1084356.8562661135
3747,1083325.955347206
1052,1081899.782990774
7159,1081200.9905315707
4226,1079350.0631497046
4669,1079111.203622194
4866,1077999.333166695
7339,1076301.1433758275
8873,1074980.5092493626
6650,1074464.4023948142
7492,1073966.018872623
3563,1070063.0759546503
5747,1069669.885979645
6859,1068777.8156153692
6768,1067635.159128518
7854,1066955.4930985852
8858,1064212.2817148082
8835,1063038.7680829365
9168,1061910.2285217359
8389,1061755.9668561441
6867,1061108.1766570646
5475,1061024.1678983106
3774,1060874.856703529
7340,1059580.7294871036
6794,1056189.584286239
7724,1055561.406102747
7988,1054856.5057250129
4164,1053607.085559185
3875,1052151.4907279166
