timestamp,cell_id,site_id,sector_id,technology,band,prb_dl_util,prb_ul_util,throughput_dl_mbps,throughput_ul_mbps,rrc_users,latency_ms,packet_loss_pct,sinr_db
2024-01-01 18:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,63.189,38.614,95.952,52.524,222,20.867,0.075,18.507
2024-01-01 19:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,67.337,48.821,96.957,41.124,216,21.352,0.424,17.96
2024-01-01 20:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,75.241,43.364,71.201,53.462,243,24.501,0.981,17.944
2024-01-01 21:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,67.033,43.345,79.701,42.433,207,22.932,0.917,18.781
2024-01-01 22:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,67.55,43.024,90.563,47.073,234,24.135,0.713,19.978
2024-01-01 23:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,66.196,36.144,103.843,64.282,191,22.376,0.483,20.02
2024-01-02 00:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,59.043,33.027,97.136,58.598,207,21.251,0.27,20.543
2024-01-02 01:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,58.544,38.873,100.576,48.855,166,19.904,0.002,19.016
2024-01-02 02:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,56.387,29.654,100.004,60.19,193,22.225,0.177,20.693
2024-01-02 03:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,48.306,27.166,116.726,65.075,173,18.428,0.0,20.341
2024-01-02 04:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,51.536,39.46,108.127,45.196,170,19.537,0.0,20.962
2024-01-02 05:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,37.408,20.576,128.198,65.141,122,17.35,0.0,20.923
2024-01-02 06:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,30.616,13.114,128.369,72.058,173,19.103,0.0,20.496
2024-01-02 07:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,32.001,21.207,128.904,68.627,169,18.053,0.0,21.101
2024-01-02 08:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,31.018,13.731,135.995,78.116,138,16.296,0.0,22.43
2024-01-02 09:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,31.397,20.873,137.614,66.562,143,17.403,0.0,23.372
2024-01-02 10:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,36.379,24.098,121.989,73.062,141,18.136,0.0,19.52
2024-01-02 11:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,36.32,24.336,127.196,68.199,135,17.874,0.0,21.001
2024-01-02 12:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,35.667,22.724,111.316,67.228,173,17.919,0.0,20.812
2024-01-02 13:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,34.832,22.908,120.706,72.557,175,17.179,0.0,20.266
2024-01-02 14:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,43.304,32.049,135.398,65.441,175,19.456,0.0,20.931
2024-01-02 15:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,51.219,30.569,105.276,65.907,183,18.781,0.0,19.731
2024-01-02 16:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,56.578,38.082,109.466,45.962,220,20.972,0.0,19.007
2024-01-02 17:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,61.518,40.691,88.841,51.507,192,20.383,0.192,19.359
2024-01-02 18:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,63.674,41.913,96.476,50.543,172,22.684,0.757,17.049
2024-01-02 19:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,60.724,40.013,109.83,53.83,177,22.732,0.172,19.874
2024-01-02 20:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,66.884,42.399,91.87,45.404,217,22.524,0.564,18.994
2024-01-02 21:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,66.65,37.089,101.874,51.048,211,21.677,0.623,19.428
2024-01-02 22:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,62.431,44.023,102.452,50.949,217,24.782,0.331,17.202
2024-01-02 23:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,64.796,38.343,103.002,45.563,211,20.865,0.17,18.102
2024-01-03 00:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,57.874,37.978,90.568,42.37,199,21.325,0.049,19.784
2024-01-03 01:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,54.431,34.3,108.352,60.065,200,19.863,0.0,19.823
2024-01-03 02:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,50.024,29.44,110.341,61.444,187,20.999,0.0,18.831
2024-01-03 03:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,38.125,14.303,134.526,74.987,146,18.337,0.0,22.145
2024-01-03 04:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,37.466,28.643,122.722,59.817,156,16.218,0.0,20.681
2024-01-03 05:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,35.591,28.95,135.094,57.295,130,18.264,0.0,19.505
2024-01-03 06:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,32.165,17.522,128.019,70.083,136,17.66,0.0,21.723
2024-01-03 07:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,27.596,22.392,130.93,74.063,130,16.018,0.0,22.137
2024-01-03 08:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,24.355,16.495,163.737,74.677,157,16.089,0.0,21.291
2024-01-03 09:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,25.192,15.516,139.324,67.312,135,13.543,0.0,21.572
2024-01-03 10:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,23.983,22.619,139.926,70.251,144,15.349,0.0,22.248
2024-01-03 11:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,28.551,16.345,132.321,74.504,153,19.685,0.0,23.006
2024-01-03 12:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,29.815,20.808,138.387,66.335,138,17.287,0.0,22.214
2024-01-03 13:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,36.446,24.063,134.429,65.597,148,18.954,0.0,20.782
2024-01-03 14:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,31.404,13.49,144.766,73.587,163,15.222,0.0,20.999
2024-01-03 15:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,49.055,32.154,117.497,51.649,169,19.492,0.0,19.998
2024-01-03 16:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,48.496,31.446,109.023,64.615,187,21.714,0.0,19.321
2024-01-03 17:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,54.06,32.752,103.478,66.161,209,20.807,0.005,21.083
2024-01-03 18:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,52.211,28.606,113.134,54.995,177,21.119,0.0,20.856
2024-01-03 19:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,48.432,26.882,108.007,65.701,151,19.534,0.0,19.982
2024-01-03 20:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,57.445,31.582,107.751,61.923,205,21.859,0.182,21.236
2024-01-03 21:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,56.594,33.86,95.34,51.611,181,19.988,0.066,19.773
2024-01-03 22:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,55.813,31.542,110.568,59.237,205,20.147,0.15,19.704
2024-01-03 23:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,48.969,30.089,106.695,62.365,181,18.089,0.0,21.206
2024-01-04 00:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,49.203,31.96,104.325,58.169,142,18.586,0.0,21.861
2024-01-04 01:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,42.287,22.868,135.801,62.163,168,19.065,0.0,19.13
2024-01-04 02:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,37.306,21.435,136.137,70.845,146,15.839,0.0,20.496
2024-01-04 03:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,40.086,22.343,130.213,72.589,150,18.951,0.0,21.277
2024-01-04 04:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,28.374,18.533,145.266,68.361,115,15.001,0.0,21.948
2024-01-04 05:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,25.263,21.468,146.151,70.95,123,15.299,0.0,21.499
2024-01-04 06:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,22.2,19.214,130.728,79.801,108,18.611,0.0,20.481
2024-01-04 07:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,19.772,11.114,144.401,82.34,116,15.793,0.0,23.048
2024-01-04 08:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,25.245,16.34,144.783,77.553,125,13.962,0.0,21.629
2024-01-04 09:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,24.23,14.326,138.46,79.327,153,16.26,0.0,22.221
2024-01-04 10:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,23.156,13.061,148.599,73.08,100,15.294,0.0,20.612
2024-01-04 11:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,16.671,12.264,136.976,82.273,105,14.994,0.0,21.481
2024-01-04 12:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,27.049,18.168,146.845,74.679,169,16.128,0.0,22.399
2024-01-04 13:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,32.131,17.836,132.791,77.01,137,18.939,0.0,21.047
2024-01-04 14:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,33.694,19.907,116.499,66.955,161,16.452,0.0,20.437
2024-01-04 15:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,34.62,20.66,131.302,65.219,165,17.471,0.0,20.352
2024-01-04 16:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,39.167,26.518,132.304,64.74,155,19.109,0.0,20.856
2024-01-04 17:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,45.405,23.287,124.189,66.122,147,18.038,0.0,21.383
2024-01-04 18:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,42.652,20.458,134.109,71.978,151,19.745,0.0,19.58
2024-01-04 19:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,53.377,33.327,106.44,59.73,194,20.73,0.074,20.456
2024-01-04 20:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,48.618,21.154,123.867,64.8,192,17.547,0.0,20.948
2024-01-04 21:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,59.121,38.72,93.042,53.273,192,21.1,0.003,21.114
2024-01-04 22:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,58.122,40.58,108.376,54.647,182,21.831,0.406,19.922
2024-01-04 23:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,52.878,35.332,94.346,56.853,190,19.793,0.0,21.283
2024-01-05 00:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,52.735,38.132,119.613,53.835,189,20.681,0.0,20.139
2024-01-05 01:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,43.83,21.964,120.192,78.122,166,20.086,0.0,20.718
2024-01-05 02:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,39.362,23.593,125.653,63.856,142,16.798,0.0,21.203
2024-01-05 03:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,29.233,17.634,149.009,78.377,153,16.724,0.0,20.686
2024-01-05 04:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,31.094,20.796,146.823,69.583,161,15.482,0.0,21.708
2024-01-05 05:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,25.338,13.398,141.762,74.132,134,16.428,0.0,22.193
2024-01-05 06:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,23.35,9.919,159.98,74.766,119,13.196,0.0,22.158
2024-01-05 07:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,20.15,12.022,131.415,80.558,138,17.098,0.0,22.046
2024-01-05 08:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,19.741,8.416,163.525,90.502,111,15.577,0.27,22.041999999999998
2024-01-05 09:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,28.218999999999998,16.794999999999998,143.168,89.01899999999999,134,18.633,0.36,22.067
2024-01-05 10:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,24.064,12.551,145.687,78.32,137,17.237000000000002,0.45,21.772
2024-01-05 11:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,22.698,16.247,135.329,72.893,106,17.376,0.54,22.11
2024-01-05 12:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,28.865,15.693999999999999,137.755,74.875,123,17.326999999999998,0.63,20.789
2024-01-05 13:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,32.407,11.602,131.162,76.621,138,19.344,0.72,21.163999999999998
2024-01-05 14:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,40.483,19.673,123.92500000000001,75.465,137,20.426000000000002,0.8099999999999999,17.995
2024-01-05 15:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,47.286,26.267,112.322,61.188,161,23.565,0.9,18.071
2024-01-05 16:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,57.108000000000004,28.362000000000002,99.16,59.789,191,26.057,0.9899999999999999,19.779000000000003
2024-01-05 17:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,60.483999999999995,31.407999999999998,84.757,53.644,193,25.442,1.08,16.957
2024-01-05 18:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,68.928,46.3,85.787,49.843,229,24.334000000000003,1.17,15.924
2024-01-05 19:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,70.208,40.095,94.467,47.840999999999994,208,27.566,1.26,16.534000000000002
2024-01-05 20:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,72.654,45.609,88.871,44.77,231,28.442,1.35,16.054
2024-01-05 21:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,77.045,49.92,76.441,41.35,225,30.152,1.72,15.324
2024-01-05 22:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,75.604,33.757999999999996,41.693,45.403,224,29.296999999999997,1.721,14.577000000000002
2024-01-05 23:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,71.681,48.448,93.70400000000001,39.824,202,28.891,1.787,15.916999999999998
2024-01-06 00:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,69.025,40.798,68.01400000000001,45.592,203,27.359,1.71,15.906000000000002
2024-01-06 01:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,68.604,40.47,84.019,41.955,206,27.207,1.8,15.401
2024-01-06 02:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,38.997,25.953,115.108,66.492,164,19.122,0.0,21.449
2024-01-06 03:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,34.608,22.781,129.417,72.711,144,19.312,0.0,22.415
2024-01-06 04:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,34.162,22.591,134.851,69.192,159,18.454,0.0,20.611
2024-01-06 05:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,29.328,20.719,143.129,73.667,138,16.243,0.0,21.995
2024-01-06 06:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,23.643,20.428,134.841,65.368,119,14.558,0.0,21.862
2024-01-06 07:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,24.047,17.388,150.065,75.53,133,16.587,0.0,21.748
2024-01-06 08:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,17.336,10.893,164.96,85.59,114,15.017,0.0,23.05
2024-01-06 09:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,22.321,13.833,145.405,80.887,139,16.384,0.0,23.091
2024-01-06 10:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,27.254,17.305,136.334,70.872,123,17.012,0.0,22.213
2024-01-06 11:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,23.846,13.969,167.368,69.843,129,17.582,0.0,22.462
2024-01-06 12:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,31.355,21.219,149.303,67.559,140,18.376,0.0,21.437
2024-01-06 13:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,32.014,21.669,136.162,68.43,165,15.785,0.0,20.005
2024-01-06 14:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,37.254,24.005,152.181,64.263,174,19.683,0.0,20.884
2024-01-06 15:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,46.281,28.942,114.254,55.515,174,17.553,0.0,20.048
2024-01-06 16:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,48.094,29.852,116.517,58.36,188,21.167,0.0,20.598
2024-01-06 17:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,57.296,40.491,107.564,54.525,211,21.791,0.0,20.047
2024-01-06 18:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,54.108,30.368,113.676,68.587,207,20.331,0.0,19.455
2024-01-06 19:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,61.351,38.353,94.286,55.324,219,20.63,0.408,19.095
2024-01-06 20:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,60.558,36.602,96.086,64.084,198,21.571,0.229,17.268
2024-01-06 21:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,60.68,36.569,109.136,54.435,191,23.255,0.296,19.179
2024-01-06 22:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,62.426,38.719,77.168,43.209,230,21.336,0.374,19.627
2024-01-06 23:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,62.281,37.077,104.162,55.697,219,23.12,0.419,18.512
2024-01-07 00:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,60.108,37.71,110.638,41.922,200,19.916,0.018,18.864
2024-01-07 01:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,53.601,27.203,100.752,76.444,172,22.738,0.0,19.385
2024-01-07 02:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,46.731,21.341,108.93,69.302,171,17.557,0.0,20.395
2024-01-07 03:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,46.86,30.723,123.576,56.812,153,20.257,0.0,19.012
2024-01-07 04:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,40.483,26.561,124.22,72.426,170,19.686,0.0,21.436
2024-01-07 05:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,43.304,34.69,114.128,64.469,148,17.659,0.0,20.098
2024-01-07 06:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,35.52,21.613,126.655,65.906,141,16.628,0.0,21.426
2024-01-07 07:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,34.601,19.496,127.581,58.22,146,15.882,0.0,19.207
2024-01-07 08:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,27.135,22.123,153.693,71.038,133,17.281,0.0,22.301
2024-01-07 09:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,32.886,18.083,140.133,70.074,154,15.914,0.0,21.447
2024-01-07 10:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,32.877,17.214,140.181,76.738,146,19.123,0.0,20.469
2024-01-07 11:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,39.293,22.238,127.499,66.813,174,16.118,0.0,19.453
2024-01-07 12:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,40.496,31.175,127.746,56.757,149,17.725,0.0,20.726
2024-01-07 13:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,46.957,27.184,117.387,68.154,188,18.977,0.0,20.139
2024-01-07 14:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,43.897,29.865,125.487,69.313,177,20.763,0.0,20.824
2024-01-07 15:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,49.422,30.735,126.241,62.62,169,19.646,0.0,18.093
2024-01-07 16:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,50.036,34.206,114.455,50.873,180,19.978,0.153,20.739
2024-01-07 17:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,60.959,36.038,80.672,57.052,195,22.768,0.0,18.528
2024-01-07 18:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,60.648,33.74,81.45,61.018,202,22.608,0.232,16.916
2024-01-07 19:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,63.862,44.526,91.005,41.8,166,23.183,0.308,19.255
2024-01-07 20:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,70.164,50.847,88.286,34.27,217,24.655,0.606,17.882
2024-01-07 21:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,68.802,36.406,94.857,56.879,221,21.102,0.665,19.164
2024-01-07 22:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,62.403,34.391,97.917,59.389,217,24.216,0.464,19.6
2024-01-07 23:00:00+00:00,CELL_001,SITE_01,SITE_01_SEC_1,5G NSA,n78,74.169,45.13,83.294,49.322,216,23.235,0.752,20.145
2024-01-01 00:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,54.649,33.446,110.721,51.767,185,21.167,0.365,20.048
2024-01-01 01:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,55.615,32.453,102.888,57.281,185,21.998,0.0,20.327
2024-01-01 02:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,59.98,38.696,109.656,59.467,183,22.748,0.0,19.948
